"","code","name","date","open","high","low","close","volume","diffratio","high_close_ratio","low_close_ratio","open_lastclose_ratio","volume_lastvolume_ratio","trans_price_exp","trans_price_exp_ma5","close_ma5_ratio","close_ma10_ratio","close_ma20_ratio","close_ma60_ratio","close_ma120_ratio","volume_ma5_ratio","volume_ma10_ratio","volume_ma20_ratio","volume_ma60_ratio","volume_ma120_ratio","close_ubb_ratio","close_lbb_ratio","rsi","buy_strength_ma5_ratio","sell_strength_ma5_ratio","prevvalid_cnt","eps","bps","per","pbr","roe","roa","eps_krx","bps_krx","per_krx","pbr_krx","roe_krx","dps_krx","dyr_krx","marketcap","ind","ind_diff","ind_ma5","ind_ma10","ind_ma20","ind_ma60","ind_ma120","inst","inst_diff","inst_ma5","inst_ma10","inst_ma20","inst_ma60","inst_ma120","foreign","foreign_diff","foreign_ma5","foreign_ma10","foreign_ma20","foreign_ma60","foreign_ma120","short_ratio","short_ratio_diff","short_ratio_ma5","short_ratio_ma10","short_ratio_ma20","short_ratio_ma60","short_ratio_ma120","bal_rto","bal_rto_diff","bal_rto_ma5","bal_rto_ma10","bal_rto_ma20","bal_rto_ma60","bal_rto_ma120","adx","lbb","ma20","macd","macd_signal","minus_dmi","plus_dmi","rsi_signal","ubb","macd_signal_ratio","macd_signal_sign"
0,"005930","삼성전자","20150102",26800,26800,26540,26600,8774950,0.002260738507912585,0.007518796992481258,-0.0022556390977443996,0.009796533534287777,-0.17599139833413158,26.17983047368688,26.225622562902714,-0.0046400239485107075,0.005671077504725952,0.013217537043385574,0.08617239924321818,0.07219154339151124,-0.06263753402297967,-0.2624865313724468,-0.27716644336268204,-0.3332384791595946,-0.31371706544136113,-0.028264254812465195,0.05839883278075031,53.43915343915343,-0.001716423350185181,-0.001748811367758174,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.72,1.57,0.2336309523809524,14300.0,1.08,32.90866688060233,-0.03376087613034832,0.01977416438950782,-0.187262298719709,-0.1472094391990099,-0.13793085641887787,-0.06873663102056,"",-0.11728271955965561,0.16922506044053218,-0.06665373179798033,0.02037320334911755,0.06865630642754358,-0.004882013673673195,"",0.12152775799292304,0.22467731992773443,0.04241854807173169,-0.08692458946229512,-0.1030821632613261,0.013608616917021006,"",0.031259,-0.029163,0.051533800000000005,0.0393429,0.0432704,0.03311318333333333,0.03741010833333334,0.0005,0.0,0.0005,0.0005000000000000001,0.0005,0.0005,0.0005,0.28698808685543015,25132.302848552226,26253.0,485.53563485025734,505.5249822687098,0.22249121893824686,0.3418761461298936,75.39682539682539,27373.697151447774,-0.03954175979344021,""
1,"005930","삼성전자","20150105",26720,26720,26260,26660,10139500,0.002255639097744361,0.0022505626406601476,-0.015003750937734428,0.004511278195488799,0.15550515957355882,26.32399348764912,26.321198350068112,-0.0008994153800030436,0.002858862473668289,0.014150943396226356,0.08609451385116773,0.07433576014829546,0.00016571610070004184,-0.12613908087533465,-0.16614959635620652,-0.22954420682768428,-0.20599586213912768,-0.027499913349992577,0.05952913602448362,57.77777777777777,0.00016752006440889922,0.0001706689170890563,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.74,1.57,0.23293768545994065,14300.0,1.07,32.91091997956524,-0.015779870802307805,0.017981005328040513,-0.11854676896455607,-0.14645983710847058,-0.13342017351710533,-0.06792375880261275,"",0.04634843927215346,0.16363115883180906,-0.07508901437666456,-0.0006534991780378808,0.0731770050590163,-0.005112004588447705,"",-0.2637161595739435,-0.38524391756686654,-0.045646723159023135,-0.0661221271152043,-0.12091334127751494,0.009164657142163198,"",0.060422000000000003,0.021437000000000005,0.04659200000000001,0.0388897,0.04335675,0.03280621666666667,0.03753243333333334,0.0005,0.0,0.0005,0.0005,0.0005000000000000001,0.0005,0.0005,0.2520388278647097,25162.120694511923,26288.0,468.38794044009046,498.0975739029823,0.2782887214412101,0.29248304372667516,75.96899224806202,27413.879305488077,-0.05964621194617292,""
2,"005930","삼성전자","20150106",26300,26340,25760,25900,15235500,-0.028507126781695424,0.01698841698841691,-0.00540540540540535,-0.013503375843960996,0.5025888850535036,26.7088293823431,26.371252056275132,-0.02101602661022073,-0.02785076195480818,-0.014572156907506795,0.05277420228981766,0.04380067034303026,0.39938276707723674,0.2753822882127068,0.2209828248576251,0.15692382771652236,0.19041623319724388,-0.05526638341186907,0.029785671180930118,52.26130653266331,0.01385797444696335,0.01411787607407966,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.55,1.53,0.233587786259542,14300.0,1.1,32.881998633520176,0.09978996422828262,0.11556983503059043,-0.010155527801075013,-0.13421547536902045,-0.11868103179032996,-0.068091479938575,"",0.06802205375603032,0.021673614483876863,-0.1155092029935002,0.0013114102392309361,0.07346105115452915,-0.0015449140886381056,"",-0.33549276361130254,-0.07177660403735903,-0.1481714995388075,-0.07055870684474222,-0.1400960120574026,0.002915130684956141,"",0.038985,-0.07051199999999999,0.04007120000000001,0.0381008,0.0432441,0.032656,0.037232433333333335,0.0005,0.0,0.0005,0.0005000000000000001,0.0005,0.0005,0.0005,0.24804566334466888,25150.86461661346,26283.0,388.9915347524038,476.27636607285797,0.346480534719414,0.22054891150866593,34.285714285714285,27415.13538338654,-0.1832650904771156,""
3,"005930","삼성전자","20150107",25880,26220,25640,26140,14322750,0.009266409266409266,0.003060443764345777,-0.01912777352716144,-0.0007722007722007485,-0.05990942207344685,26.64359609861115,26.444954684110836,-0.008646844660194164,-0.017293233082706805,-0.005629945222154542,0.05962949450727639,0.053465878559914026,0.21129177393110488,0.24087553297803632,0.10923219780194238,0.098056377665513,0.11520516477554876,-0.0465593485842295,0.0389711193126423,58.58585858585859,0.008327504989918744,0.008483193934297084,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.61,1.54,0.2329803328290469,14300.0,1.09,32.891222373010756,-0.011966975615716255,-0.11175693984399888,-0.003050559767989178,-0.11846967299868785,-0.11291031817088874,-0.06934847822337126,"",0.07739086418460142,0.0093688104285711,-0.042405828469411634,-0.006335878740669173,0.07469791849728648,0.0004970055853531527,"",-0.20988986053655898,0.12560290307474356,-0.1581441175327387,-0.09394085063543949,-0.15258862491820835,-0.0002846166412915657,"",0.109497,0.09199099999999999,0.04520640000000001,0.0405545,0.0433698,0.032084800000000004,0.03698223333333333,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.2510731956641287,25159.50589395938,26288.0,341.4978573925182,449.3206643367815,0.3248999914663524,0.18645069176958964,31.0,27416.49410604062,-0.23996850245784895,""
4,"005930","삼성전자","20150108",26780,26780,26200,26280,14477600,0.005355776587605204,0.01902587519025878,-0.0030441400304414,0.02448355011476666,0.010811471260756544,26.674144632462518,26.506078814950552,-0.001367989056087593,-0.009721908207099283,-0.00011414222120764705,0.06234756713783285,0.05889463434289177,0.14992303452088396,0.29312431503515146,0.09344438265946264,0.10550264547571087,0.12456382430101365,-0.04124904254686412,0.04470874941989855,58.79396984924623,0.006340434120525762,0.006458685335432701,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.64,1.55,0.23343373493975905,14300.0,1.09,32.896563858431094,0.01817980880808974,0.030146784423805993,0.011292410097599997,-0.1021907486748608,-0.09201819113689234,-0.06771571800979878,"",0.00047659833121511854,-0.0769142658533863,0.014991047196868949,-0.010032955962304583,0.06571782625078379,-0.0008664637302362129,"",-0.014612228546167873,0.1952776319903911,-0.14043665085500998,-0.08405696081914119,-0.16452519095958476,-0.00023851907751263417,"",0.017506,0.010956,0.027649000000000007,0.032086899999999995,0.03997585,0.0307113,0.03641999166666667,0.0005,0.0,0.0005,0.0005000000000000001,0.0005,0.0005,0.0005,0.22418764671985394,25155.33636967494,26283.0,311.56361424448187,421.7692543183146,0.27146348125766523,0.2996968385988958,37.62376237623762,27410.66363032506,-0.26129367881960197,""
5,"005930","삼성전자","20150109",26280,26440,26280,26280,9312400,0.0,0.0060882800608828,0.0,0.0,-0.35677184063656964,26.223420875959896,26.51479689540516,0.001066585403016962,-0.007852612503775336,0.0012191405059434057,0.05967741935483861,0.05869556459734926,-0.2665986745474521,-0.15567751203937463,-0.28521907359175613,-0.28227803736291923,-0.27769163668785457,-0.03831298401095329,0.0441406931618038,62.903225806451616,-0.01124658069015183,-0.011456234603925086,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.64,1.55,0.23343373493975905,14300.0,1.09,32.896563858431094,-0.018469996993256303,-0.03664980580134604,0.0143505859250184,-0.08645585639734531,-0.07695604932523782,-0.0659321913836113,-0.030349292857954964,0.05143142476697737,0.05095482643576225,0.04873387606219555,-0.008959927867892398,0.06112424708073899,-1.0267490816623602e-06,-0.053239812553428724,-0.07536188308062368,-0.060749654534455806,-0.17981457906971934,-0.0686980154989938,-0.17563090528907394,-0.003600693853922812,0.04919892869256085,0.00655,-0.021268,0.02715200000000001,0.0340186,0.040337899999999996,0.030944233333333335,0.037379850000000006,0.0005,0.0,0.0005,0.0005,0.0005000000000000001,0.0005,0.0005,0.2008868376991504,25169.021925982495,26248.0,284.5602665423903,394.32745676312425,0.259167671634461,0.2861222124465462,35.05154639175258,27326.978074017505,-0.278365577486713,""
6,"005930","삼성전자","20150112",26260,26380,26020,26320,8325400,0.0015220700152207,0.0022796352583587254,-0.011398176291793294,-0.0007610350076103778,-0.10598771530432538,26.111765558453055,26.472351309565944,0.005194011610143656,-0.004312627676477221,0.0027812702404084177,0.05857275006368057,0.06033545060228018,-0.3250440017738532,-0.25906049825231225,-0.34164221337556633,-0.35351616277538556,-0.35272008743495686,-0.03680263269168771,0.04575811931669227,63.297872340425535,-0.014085738760940325,-0.014348728883063155,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.65,1.55,0.23308270676691728,14300.0,1.09,32.8980847712718,-0.06838710452350638,-0.04991710753025008,0.0038291391807786846,-0.05735881489188869,-0.07741395178570072,-0.06722693464975131,-0.030919185395650854,0.013320681288586735,-0.038110743478390635,0.042128324465482196,-0.016480344955591177,0.055097870425294515,0.0009565941158009882,-0.0530069750059883,-0.23783241646047037,-0.16247053337984668,-0.17463783044702472,-0.11014227680302388,-0.173404969251954,-0.008154351297867199,0.047453888030137927,0.027818,-0.036843,0.03118740000000001,0.0369211,0.04244135,0.031255733333333334,0.038590658333333326,0.0005,0.0,0.0005,0.0005000000000000001,0.0005,0.0005,0.0005,0.18636705232055395,25168.343916084268,26247.0,263.3517048441936,368.1323063793339,0.3078896803697504,0.25601679848077014,30.0,27325.656083915732,-0.2846275638388863,""
7,"005930","삼성전자","20150113",26280,26800,26000,26780,12293400,0.017477203647416412,0.0007468259895444529,-0.029126213592232997,-0.001519756838905817,0.4766137362769356,26.510604538098196,26.432706340716965,0.01593323216995457,0.014086640411996365,0.018987100947452484,0.07384882710686358,0.07873677426284975,0.046575477745777194,0.08629599962180134,0.004704623754733461,-0.04185291339889852,-0.046182257211154765,-0.02201264035103523,0.06357489133777827,53.691275167785236,0.0027339048010430744,0.0027850354908576236,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.77,1.58,0.23338257016248157,14300.0,1.07,32.91541100507771,-0.08189353636910862,-0.01350643184560224,-0.03250756093869957,-0.02133154436988729,-0.07902166491060511,-0.06877760134390197,-0.0313160423781391,-0.08694502741308344,-0.10026570870167018,0.01113490823165945,-0.052187147380920375,0.04198768340287382,0.0018410505028085384,-0.052946112440658305,-0.029052174337449364,0.20878024212302101,-0.11334971259225408,-0.13076060606553078,-0.15651792880834753,-0.010910866388136936,0.04614819898872783,0.064661,0.042951,0.03613040000000001,0.0398605,0.042883149999999995,0.031189016666666666,0.03885774166666667,0.0005,0.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.17848229224423984,25179.232998172578,26281.0,280.428076931923,350.5914604898495,0.2424726078397952,0.3131674427699569,55.55555555555556,27382.767001827422,-0.2001286153972308,""
8,"005930","삼성전자","20150114",26780,27100,26700,26900,14332250,0.004480955937266617,0.0074349442379182396,-0.0074349442379182396,0.0,0.16584915483104745,26.675671391826178,26.43912139935997,0.014634882317441145,0.01739788199697423,0.021260440394836655,0.07498235004196019,0.08346143776809645,0.2199518054239753,0.2160108125673188,0.17164524096910005,0.11989098209295701,0.10956158585496234,-0.019738396723246066,0.06583847751018879,50.0,0.008702332261771417,0.008865086250642307,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.8,1.58,0.2323529411764706,14300.0,1.06,32.919881951422475,-0.17091873222976156,-0.08902519586065294,-0.06429791226150863,-0.03367423601474891,-0.0867108406823495,-0.07257736290565253,-0.03142742664860795,0.02656945001657102,0.11351447742965445,0.0009706253980533659,-0.020717601535679135,0.0362467502880466,0.002293803987341124,-0.052333466199576274,-0.02501700709937379,0.004035167238075572,-0.07637514190481703,-0.11725962971877783,-0.141570199573464,-0.010334372926992023,0.04443936992674047,0.021709999999999997,0.006688999999999997,0.03590260000000001,0.0380051,0.04332875,0.030560116666666668,0.038996724999999996,0.0005,0.0,0.0005,0.0005000000000000001,0.0005,0.0005,0.0005,0.18816935411237645,25238.345741503643,26340.0,300.18357232657945,340.50988285719444,0.21599614939029388,0.3608667649900251,59.57446808510638,27441.654258496357,-0.11842919269255792,""
9,"005930","삼성전자","20150115",26900,26980,26580,26680,14103900,-0.008178438661710037,0.011244377811094441,-0.0037481259370314435,0.0,-0.01593259955694326,26.657745875388827,26.43584164794523,0.003309265944644979,0.008543131473501164,0.010567781523427078,0.06296232353683306,0.07466534190845753,0.20820116040903014,0.1625596110706069,0.15408195766549593,0.09544712563478885,0.08881985072238852,-0.02734988910989844,0.05156173299250155,48.25174825174825,0.008282395695883737,0.008437328023048085,5,7418.0,52700.0,10.37,1.46,14.81,10.85,197841.0,848999.0,6.74,1.57,0.23293768545994065,14300.0,1.07,32.9116698858621,-0.04140344160125923,0.12951529062850234,-0.07621456234337842,-0.03246107612288922,-0.09058095626898069,-0.0723696968900437,-0.031009144867227896,0.027616474875743587,0.001047024859172567,0.00639860070695906,0.010694823951914002,0.03088863994432476,0.009260000957608186,-0.05250187721630157,-0.25211111820134857,-0.22709411110197478,-0.12387491983585316,-0.13215578534543154,-0.13469022930998498,-0.021953500510137846,0.04196820757551128,0.015021,-0.011705999999999998,0.03652480000000001,0.0380729,0.0434341,0.03062745,0.038946,0.0005,0.0,0.0005,0.0005,0.0005000000000000001,0.0005,0.0005,0.18630654247021228,25371.786708208645,26401.0,294.6912509705253,331.34615647985987,0.22539573623298892,0.320487681512937,51.9607843137255,27430.213291791355,-0.11062420611347146,""
